,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Age,Year_Dt,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,Response
0,0.06824867355655281,0.0,0.5,0.3535353535353536,0.3985264567983925,0.35678391959798994,0.08869565217391304,0.46332046332046334,0.42585551330798477,0.11325966850828728,0.4,0.1111111111111111,0.07142857142857142,0.7692307692307693,0.45,0.0,0.2427184466019417,0.7986829727187206,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.05298103877666422,0.5,0.0,0.5656565656565657,0.016744809109176154,0.03015075376884422,0.014492753623188406,0.02316602316602317,0.0,0.0,0.13333333333333333,0.07407407407407407,0.0,0.23076923076923078,0.4,0.0,0.14563106796116504,0.6246472248353716,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,0.08797839190538638,0.0,0.5,0.787878787878788,0.348292029470864,0.10050251256281408,0.2127536231884058,0.15057915057915058,0.30798479087452474,0.11049723756906077,0.13333333333333333,0.2222222222222222,0.10714285714285714,0.46153846153846156,0.25,0.0,0.38834951456310673,0.5315145813734712,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,0.10912328404538181,0.0,0.5,0.7070707070707072,0.7508372404554587,0.0,0.041739130434782605,0.0,0.045627376425855515,0.03314917127071823,0.26666666666666666,0.37037037037037035,0.2857142857142857,0.7692307692307693,0.30000000000000004,0.0,0.2427184466019417,0.3414863593603008,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.09985321895641085,0.0,0.0,0.4040404040404041,0.8921634293369055,0.08542713567839195,0.18028985507246376,0.0888030888030888,0.19391634980988592,0.23756906077348067,0.06666666666666667,0.25925925925925924,0.14285714285714285,0.38461538461538464,0.45,0.0,0.04854368932038833,0.7394167450611477,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5,0.048795673568584046,0.5,0.0,0.12121212121212122,0.003348961821835231,0.035175879396984924,0.013913043478260868,0.07335907335907337,0.053231939163498096,0.055248618784530384,0.26666666666666666,0.1111111111111111,0.0,0.3076923076923077,0.30000000000000004,0.0,0.07766990291262132,0.0009407337723428277,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6,0.11084224647184089,0.5,0.0,0.2828282828282829,0.5358338914936369,0.0,0.17217391304347826,0.0,0.12927756653992395,0.1574585635359116,0.13333333333333333,0.07407407407407407,0.17857142857142855,0.7692307692307693,0.30000000000000004,0.0,0.06796116504854366,0.2031984948259642,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7,0.0541856659889072,0.0,0.0,0.20202020202020204,0.05626255860683188,0.02512562814070352,0.022028985507246378,0.5791505791505792,0.045627376425855515,0.07734806629834254,0.13333333333333333,0.14814814814814814,0.03571428571428571,0.46153846153846156,0.35000000000000003,0.0,0.4854368932038834,0.7779868297271868,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8,0.06088255110266251,0.0,0.5,0.9696969696969697,0.20696584058941728,0.01507537688442211,0.013913043478260868,0.015444015444015444,0.011406844106463879,0.055248618784530384,0.13333333333333333,0.18518518518518517,0.03571428571428571,0.5384615384615385,0.35000000000000003,0.0,0.37864077669902907,0.33960489181561604,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,0.09559566634984419,0.0,0.0,0.19191919191919193,0.24447421299397187,0.16080402010050251,0.06782608695652173,0.1312741312741313,0.41825095057034223,0.016574585635359115,0.06666666666666667,0.1111111111111111,0.10714285714285714,1.0,0.1,0.0,0.1553398058252427,0.32737535277516505,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,0.005376457283106945,0.0,0.5,0.12121212121212122,0.008037508372404554,0.020100502512562814,0.004057971014492754,0.003861003861003861,0.011406844106463879,0.013812154696132596,0.0,0.037037037037037035,0.0,0.0,0.65,0.0,0.19417475728155337,0.46472248353715884,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11,0.1459493846024279,0.0,0.0,0.23232323232323235,0.6697923643670461,0.09547738693467336,0.4121739130434782,0.48262548262548266,0.4372623574144487,0.10497237569060773,0.0,0.14814814814814814,0.21428571428571427,0.6923076923076923,0.05,0.0,0.3495145631067961,0.2746942615239889,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12,0.04014972869569402,0.5,0.0,0.6767676767676768,0.01205626255860683,0.01507537688442211,0.011014492753623189,0.011583011583011584,0.011406844106463879,0.016574585635359115,0.13333333333333333,0.07407407407407407,0.0,0.23076923076923078,0.4,0.0,0.12621359223300965,0.5879586077140164,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13,0.0895123741232239,0.0,0.5,0.494949494949495,0.25586068318821165,0.6934673366834171,0.03768115942028986,0.23166023166023167,0.09885931558935361,0.16298342541436464,0.4,0.18518518518518517,0.07142857142857142,0.9230769230769231,0.25,0.0,0.35922330097087374,0.6773283160865478,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.005892296401458184,0.5,0.5,0.686868686868687,0.018754186202277295,0.0,0.003478260869565217,0.003861003861003861,0.0038022813688212928,0.03591160220994475,0.06666666666666667,0.037037037037037035,0.0,0.0,1.0,0.0,0.44660194174757273,0.25211665098777036,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,0.1146741942081644,0.5,0.0,0.787878787878788,0.09243134628265237,0.6030150753768845,0.11826086956521739,0.06177606177606178,0.4790874524714829,0.16574585635359115,0.2,0.25925925925925924,0.14285714285714285,0.5384615384615385,0.25,0.0,0.23300970873786403,0.5258701787394164,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16,0.04932655172828663,0.5,0.0,0.9494949494949496,0.04554588077695914,0.03015075376884422,0.022028985507246378,0.011583011583011584,0.022813688212927757,0.11325966850828728,0.13333333333333333,0.07407407407407407,0.07142857142857142,0.23076923076923078,0.35000000000000003,0.0,0.19417475728155337,0.764816556914393,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17,0.12124023966216298,0.0,0.0,0.38383838383838387,0.3724045545880777,0.271356783919598,0.4898550724637681,0.7799227799227799,0.5057034220532319,0.17403314917127072,0.06666666666666667,0.25925925925925924,0.25,0.7692307692307693,0.15000000000000002,0.0,0.37864077669902907,0.8541862652869234,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18,0.1208266660250009,0.0,0.0,0.6767676767676768,0.595445411922304,0.2763819095477387,0.3971014492753623,0.6486486486486487,0.34980988593155893,0.356353591160221,0.06666666666666667,0.1111111111111111,0.07142857142857142,1.0,0.05,0.0,0.2524271844660194,0.6274694261523988,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
19,0.045311127687476686,0.5,0.0,0.030303030303030304,0.0020093770931011385,0.020100502512562814,0.004057971014492754,0.05791505791505792,0.030418250950570342,0.03038674033149171,0.06666666666666667,0.037037037037037035,0.0,0.23076923076923078,0.35000000000000003,0.0,0.1553398058252427,0.2652869238005642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20,0.09923661826100556,0.0,0.5,0.08080808080808081,0.35498995311453446,0.7135678391959799,0.12579710144927536,0.23938223938223938,0.034220532319391636,0.15469613259668508,0.26666666666666666,0.25925925925925924,0.14285714285714285,1.0,0.25,0.0,0.3495145631067961,0.405456255879586,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21,0.05633624890214998,0.5,0.0,0.9191919191919192,0.04554588077695914,0.04020100502512563,0.010434782608695651,0.07335907335907337,0.030418250950570342,0.03314917127071823,0.13333333333333333,0.07407407407407407,0.03571428571428571,0.3076923076923077,0.25,0.0,0.2135922330097087,0.21072436500470326,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22,0.07982572758882057,0.5,0.5,0.0,0.04219691895512391,0.03015075376884422,0.03304347826086956,0.0501930501930502,0.049429657794676805,0.06077348066298342,0.26666666666666666,0.07407407407407407,0.03571428571428571,0.38461538461538464,0.2,0.0,0.1844660194174757,0.36876763875823126,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
23,0.09829066256000578,0.0,0.5,0.4040404040404041,0.2203616878767582,0.17587939698492464,0.12869565217391304,0.5019305019305019,0.13307984790874525,0.11878453038674033,0.13333333333333333,0.25925925925925924,0.17857142857142855,0.6153846153846154,0.2,0.0,0.41747572815533973,0.3330197554092189,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
24,0.12026420587846048,0.0,0.0,0.04040404040404041,0.11989283322170127,0.1407035175879397,0.30144927536231886,0.4285714285714286,0.467680608365019,0.1298342541436464,0.06666666666666667,0.1111111111111111,0.2857142857142857,1.0,0.05,0.0,0.4563106796116504,0.5108184383819379,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
25,0.10363102614386949,0.0,0.0,0.696969696969697,0.6805090421969189,0.06030150753768844,0.12463768115942028,0.06177606177606178,0.045627376425855515,0.17403314917127072,0.06666666666666667,0.14814814814814814,0.17857142857142855,0.7692307692307693,0.15000000000000002,0.0,0.3980582524271844,0.6575729068673564,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.14304083400507717,0.0,0.0,0.6060606060606061,0.3000669792364367,0.35678391959798994,0.551304347826087,0.15444015444015444,0.06463878326996197,0.04696132596685083,0.06666666666666667,0.2222222222222222,0.39285714285714285,0.7692307692307693,0.1,0.0,0.058252427184465994,0.5569143932267169,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
